222.797 98.194 1.994 
269.367 98.98 2.0 
272.993 99.043 30.893 
272.993 99.043 32.291 
272.993 99.043 30.891 
272.993 99.043 5.026 
272.993 99.043 4.887 
220.763 249.864 2.0 
214.516 269.062 39.632 
214.516 269.062 39.93 
214.516 269.062 39.33 
214.516 269.062 11.653 
214.516 269.061 11.417 
222.532 98.007 2.0 
222.532 97.997 15.119 
222.532 97.997 1.996 
222.532 97.997 1.998 
455.968 265.63 2.0 
491.379 268.065 2.0 
455.97 265.63 23.66 
455.97 265.63 1.993 
455.97 265.63 1.994 
503.904 268.95 39.885 
503.904 268.95 40.984 
503.904 268.95 39.884 
503.904 268.95 13.061 
503.904 268.95 12.781 
274.914 100.765 2.0 
272.729 99.001 31.282 
272.729 99.001 32.233 
272.729 99.001 30.983 
272.729 99.001 4.981 
272.729 99.001 4.826 
224.81 95.733 2.0 
224.806 95.733 14.614 
224.806 95.733 14.613 
224.806 95.733 14.613 
220.291 100.255 14.613 
220.291 100.255 1.997 
220.291 100.255 1.998 
257.077 273.975 2.0 
257.078 273.977 23.49 
257.078 273.977 2.002 
257.078 273.977 2.003 
293.425 273.646 2.0 
306.043 273.528 40.513 
306.043 273.528 41.013 
306.043 273.528 39.013 
306.043 273.528 2.001 
306.043 273.528 2.001 
41.025 247.285 2.0 
41.025 247.286 26.284 
41.025 247.286 2.002 
41.025 247.286 2.003 
67.096 245.719 2.0 
69.237 245.581 29.678 
69.237 245.581 29.678 
69.237 245.581 4.433 
69.237 245.581 4.275 
239.424 17.107 0.492 
239.427 17.104 0.491 
239.427 17.104 4.7 
239.427 17.104 5.491 
239.427 17.104 5.19 
239.427 17.104 4.701 
239.427 17.104 2.001 
239.427 17.104 2.001 
269.726 92.796 2.0 
271.541 97.547 30.419 
271.541 97.547 33.921 
271.541 97.547 29.419 
271.541 97.547 3.998 
271.541 97.547 3.891 
312.4 98.221 2.0 
312.402 98.221 14.616 
312.402 98.221 1.998 
312.402 98.221 2.0 
360.981 98.985 2.0 
362.649 99.012 30.891 
362.649 99.012 32.289 
362.649 99.012 30.889 
362.649 99.012 4.926 
362.649 99.012 4.793 
231.999 254.535 2.0 
220.67 269.062 39.632 
220.67 269.062 39.93 
220.67 269.062 39.33 
220.67 269.062 12.096 
220.67 269.062 11.859 
312.159 97.961 2.001 
312.161 97.959 15.921 
312.161 97.959 1.997 
312.161 97.959 1.998 
462.162 265.654 2.0 
462.163 265.654 23.66 
462.163 265.654 1.995 
462.163 265.654 1.996 
498.424 268.11 2.0 
510.05 268.92 39.884 
510.05 268.92 40.983 
510.05 268.92 39.883 
510.051 268.92 13.128 
510.051 268.92 12.882 
364.919 102.214 2.0 
362.36 98.962 31.012 
362.36 98.962 31.96 
362.36 98.962 30.71 
362.36 98.962 5.161 
362.36 98.962 5.018 
314.429 95.717 2.0 
314.426 95.717 14.673 
314.426 95.717 14.673 
314.426 95.717 14.673 
309.929 100.234 14.673 
309.929 100.234 2.003 
309.929 100.234 2.003 
262.087 273.998 2.0 
262.085 274.005 23.49 
262.085 274.005 2.003 
262.085 274.005 2.002 
297.396 273.645 2.0 
311.055 273.501 40.513 
311.055 273.501 41.013 
311.055 273.501 39.013 
311.055 273.501 2.001 
311.055 273.501 2.001 
41.026 247.285 2.0 
41.025 247.286 26.284 
41.025 247.286 2.003 
41.025 247.286 2.003 
67.369 245.699 2.0 
69.237 245.58 29.678 
69.237 245.58 4.426 
69.237 245.58 4.246 
329.069 17.086 0.55 
329.072 17.084 0.549 
329.072 17.084 4.759 
329.072 17.084 5.549 
329.072 17.084 5.248 
329.072 17.084 4.759 
329.072 17.084 2.003 
329.072 17.084 2.003 
359.681 93.533 2.0 
361.177 97.522 30.477 
361.177 97.522 33.979 
361.177 97.522 29.477 
361.177 97.522 3.084 
361.177 97.521 3.013 
222.8 98.194 2.0 
222.797 98.194 14.618 
222.797 98.194 2.003 
222.797 98.194 2.002 
269.363 98.982 2.0 
272.986 99.045 30.893 
272.986 99.045 32.291 
272.986 99.045 30.891 
272.986 99.045 5.274 
272.986 99.045 5.149 
231.871 249.421 2.0 
226.824 269.062 39.631 
226.824 269.062 39.93 
226.824 269.062 39.33 
226.824 269.062 12.995 
226.824 269.062 12.748 
222.531 98.001 2.0 
222.531 97.998 15.119 
222.531 97.998 2.0 
222.531 97.998 2.002 
382.14 271.788 2.0 
382.142 271.789 23.66 
382.142 271.789 2.002 
382.142 271.789 2.002 
418.084 274.22 2.0 
429.937 275.043 39.885 
429.937 275.043 40.984 
429.937 275.043 39.884 
429.937 275.043 13.85 
429.937 275.043 13.596 
275.625 102.593 2.0 
272.728 99.002 31.285 
272.728 99.002 32.233 
272.728 99.002 30.983 
272.728 99.002 4.698 
272.728 99.002 4.574 
224.803 95.728 2.0 
224.799 95.728 14.614 
224.799 95.728 14.614 
224.799 95.728 14.614 
220.282 100.267 14.613 
220.282 100.267 1.997 
220.282 100.267 1.999 
267.096 273.977 2.0 
267.097 273.978 23.49 
267.097 273.978 2.001 
267.097 273.978 2.002 
302.456 273.626 2.0 
316.112 273.486 40.514 
316.112 273.486 41.013 
316.112 273.486 39.013 
316.112 273.486 2.0 
316.112 273.486 2.0 
41.025 247.285 2.0 
41.025 247.286 26.284 
41.025 247.286 1.995 
41.025 247.286 1.997 
67.111 245.716 2.0 
69.236 245.582 29.678 
69.236 245.582 29.678 
69.236 245.582 4.252 
69.236 245.582 4.098 
239.418 17.116 0.492 
239.421 17.114 0.491 
239.421 17.114 4.7 
239.421 17.114 5.491 
239.421 17.114 5.19 
239.421 17.114 4.701 
239.421 17.114 2.002 
239.421 17.114 2.002 
269.757 92.901 2.0 
271.517 97.561 30.419 
271.517 97.561 33.921 
271.517 97.561 29.419 
271.517 97.561 4.043 
271.517 97.56 3.936 
312.4 98.221 2.0 
312.402 98.221 14.616 
312.402 98.221 2.003 
312.402 98.221 2.003 
360.06 98.973 2.0 
362.629 99.015 30.891 
362.629 99.015 32.289 
362.629 99.015 30.889 
362.629 99.015 4.719 
362.629 99.015 4.592 
243.924 253.717 2.0 
232.978 269.062 39.632 
232.978 269.062 39.93 
232.978 269.062 39.33 
232.978 269.062 12.095 
232.978 269.062 11.858 
312.16 97.961 2.0 
312.162 97.959 15.921 
312.162 97.959 2.002 
312.162 97.959 2.002 
388.184 271.752 2.0 
388.186 271.757 23.66 
388.186 271.757 1.995 
388.186 271.757 1.995 
423.212 274.152 2.0 
436.11 275.06 39.885 
436.11 275.06 40.983 
436.11 275.06 39.883 
436.11 275.06 13.523 
436.11 275.06 13.237 
363.737 102.657 2.0 
362.359 98.961 31.011 
362.359 98.961 31.96 
362.359 98.961 30.71 
362.359 98.961 5.456 
362.359 98.961 5.327 
314.424 95.718 2.0 
314.421 95.719 14.673 
314.421 95.719 14.673 
314.421 95.719 14.673 
309.925 100.234 14.673 
309.925 100.234 2.003 
309.925 100.234 2.003 
272.154 273.961 2.0 
272.154 273.963 23.49 
272.154 273.963 2.001 
272.154 273.963 2.002 
307.809 273.647 2.0 
321.084 273.527 40.514 
321.084 273.527 41.013 
321.084 273.527 39.012 
321.084 273.527 2.001 
321.084 273.527 2.001 
41.025 247.285 2.0 
41.025 247.286 26.284 
41.025 247.286 2.003 
41.025 247.286 2.003 
66.899 245.729 2.0 
69.238 245.579 29.678 
69.238 245.579 29.678 
69.238 245.579 4.404 
69.238 245.579 4.247 
329.068 17.088 0.55 
329.07 17.088 0.549 
329.07 17.088 4.759 
329.07 17.088 5.549 
329.07 17.088 5.249 
329.07 17.088 4.759 
329.07 17.088 1.999 
329.07 17.088 2.001 
359.504 93.142 2.0 
361.176 97.531 30.477 
361.176 97.531 33.979 
361.176 97.531 29.477 
361.176 97.531 4.239 
361.176 97.531 4.144 
222.798 98.194 2.0 
222.797 98.194 14.618 
222.797 98.194 2.0 
222.797 98.194 2.002 
269.625 98.984 2.0 
272.981 99.043 30.894 
272.981 99.043 32.292 
165.791 255.33 2.0 
272.981 99.043 30.892 
272.981 99.043 4.83 
272.981 99.043 4.72 
152.976 275.216 39.632 
152.976 275.216 39.93 
152.976 275.216 39.329 
152.976 275.216 12.995 
152.976 275.216 12.749 
222.529 98.001 2.001 
222.53 97.999 15.119 
222.53 97.999 1.994 
222.53 97.999 1.995 
394.358 271.772 2.0 
394.36 271.773 23.66 
394.36 271.773 1.994 
394.36 271.773 1.994 
432.842 274.392 2.0 
442.272 275.057 39.885 
442.272 275.057 40.983 
442.272 275.057 39.883 
442.272 275.057 14.58 
442.272 275.057 14.324 
275.689 102.395 2.0 
272.727 98.999 31.282 
272.727 98.999 32.233 
272.727 98.999 30.983 
272.727 98.999 4.572 
272.727 98.999 4.452 
224.797 95.738 2.0 
224.793 95.738 14.614 
224.793 95.738 14.614 
224.793 95.738 14.613 
220.288 100.251 14.613 
220.288 100.251 2.002 
220.288 100.251 2.002 
277.125 274.002 2.0 
277.126 274.004 23.49 
277.126 274.004 2.002 
277.126 274.004 2.002 
312.218 273.657 2.0 
326.104 273.516 40.514 
326.104 273.516 41.013 
326.104 273.516 39.011 
326.104 273.516 2.0 
326.104 273.516 2.0 
41.025 247.285 2.0 
41.025 247.286 26.284 
41.025 247.286 2.003 
41.025 247.286 2.003 
67.795 245.673 2.0 
69.238 245.582 29.678 
69.238 245.582 4.118 
69.238 245.582 3.966 
239.425 17.108 0.492 
239.427 17.106 0.491 
239.427 17.106 4.7 
239.427 17.106 5.491 
239.427 17.106 5.19 
239.427 17.106 4.701 
239.427 17.106 2.003 
239.427 17.106 2.003 
269.981 93.448 2.0 
271.529 97.55 30.419 
271.529 97.55 33.921 
271.529 97.55 29.419 
271.529 97.55 3.803 
271.529 97.55 3.706 
312.399 98.221 2.0 
312.402 98.221 14.616 
312.402 98.221 2.003 
312.402 98.221 2.002 
359.149 98.962 2.0 
362.635 99.02 30.891 
362.635 99.02 32.289 
362.635 99.02 30.889 
362.635 99.02 5.64 
362.635 99.02 5.487 
173.375 262.033 2.0 
159.13 275.216 39.632 
159.13 275.216 39.93 
159.13 275.216 39.33 
159.13 275.216 13.606 
159.13 275.216 13.351 
312.158 97.959 2.001 
312.161 97.958 15.921 
312.161 97.958 2.001 
312.161 97.958 2.001 
400.519 271.768 2.0 
400.521 271.771 23.66 
400.521 271.771 2.002 
400.521 271.771 2.002 
436.741 274.299 2.0 
448.409 275.139 39.886 
448.409 275.139 40.984 
448.409 275.139 39.884 
448.409 275.139 12.782 
448.409 275.138 12.537 
364.183 103.07 2.0 
362.358 98.961 31.01 
362.358 98.961 31.959 
362.358 98.961 30.709 
362.358 98.961 4.497 
362.358 98.961 4.378 
314.422 95.723 2.0 
314.419 95.723 14.673 
314.419 95.723 14.673 
309.933 100.228 14.673 
309.932 100.228 14.673 
309.932 100.228 2.004 
309.932 100.228 2.004 
282.146 273.991 1.999 
282.146 273.993 23.49 
